"catalogNumber","county","recordedBy_primary","recordedBy_secondary","recordedBy_tertiary"
"SUWS012358","Douglas","Sima, Bessie R.","",""
"SUWS012359","Douglas","Mendenhall, Paula M.","",""
"SUWS012360","Douglas","Munich, Robert A.","",""
"SUWS012361","Douglas","Koch, Rudy G.","",""
"SUWS012362","Douglas","Thomson, John W., Jr.","",""
"SUWS012363","Bayfield","Holden"," Brashier",""
"SUWS012364","Bayfield","Collins"," Brashier",""
"SUWS012365","Bayfield","Collins"," Brashier",""
"SUWS012366","Bayfield","Collins"," Brashier",""
"SUWS012367","Bayfield","Hjerleid"," Brashier",""
"SUWS012368","Bayfield","Barnard"," Brashier",""
"SUWS012369","Bayfield","Brashier"," Romans",""
"SUWS012370","Bayfield","Brashier"," Cherf",""
"SUWS012371","Bayfield","Thoren"," Brashier",""
"SUWS012372","Bayfield","Cornell"," Brashier",""
"SUWS012373","Bayfield","Brashier"," Romans",""
"SUWS012380","Douglas","Koch, Rudy G.","",""
"SUWS012381","Bayfield","Koch, Rudy G.","",""
"SUWS012382","Bayfield","Cornell"," Brashier",""
"SUWS012383","Juneau","Thomson, John W., Jr.","",""
"SUWS012384","Douglas","Smetak, Scott","",""
"SUWS012386","Douglas","Thomson, John W., Jr.","",""
"SUWS012388","Douglas","Olson, Patti","",""
"SUWS012389","Bayfield","Brashier"," Muller",""
"SUWS012390","Douglas","Hein, Elizabeth","",""
"SUWS012391","Bayfield","Brashier"," Walvoord",""
"SUWS012392","Bayfield","Cornell"," Brashier",""
"SUWS012393","Bayfield","Brashier"," Valaskey",""
"SUWS012394","Douglas","Shaw, Merton R.","",""
"SUWS012396","Bayfield","Heim, John A.","",""
"SUWS012397","Douglas","Ojanen, Joanne M.","",""
"SUWS012398","Douglas","Thomson, John W., Jr.","",""
"SUWS012399","Douglas","Thomson, John W., Jr.","",""
"SUWS012405","Douglas","Kovach, Suzan","",""
"SUWS012406","Douglas","Gitar"," Rounce",""
"SUWS012407","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012408","Douglas","Thomson, John W., Jr.","",""
"SUWS012409","Douglas","Thomson, John W., Jr.","",""
"SUWS012410","Bayfield","Thomson, John W., Jr.","",""
"SUWS012411","Sheboygan","Brashier"," Romans",""
"SUWS012412","Douglas","Castle, R.","",""
"SUWS012414","Douglas","Thomson, John W., Jr.","",""
"SUWS012415","Douglas","Thomson, John W., Jr.","",""
"SUWS012416","Douglas","Munich, Robert A.","",""
"SUWS012417","Douglas","Ojanen, Joanne M.","",""
"SUWS012418","Douglas","Koch, Rudy G.","",""
"SUWS012419","Douglas","Hansen, Perky","",""
"SUWS012421","Burnett","Brashier"," Romans",""
"SUWS012422","Douglas","Thomson, John W., Jr.","",""
"SUWS012423","Polk","Brashier"," Romans",""
"SUWS012424","Douglas","Tendrup, Lynn S."," Stackler, Susan",""
"SUWS012425","Sawyer","Davis, J. D.","",""
"SUWS012426","Sawyer","Davis, J. D.","",""
"SUWS012428","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012433","Bayfield","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS012434","Douglas","Castle, R.","",""
"SUWS012436","Douglas","Tendrup, Lynn S."," Stackler, Susan",""
"SUWS012437","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS012439","Rock","Thomson, John W., Jr.","",""
"SUWS012442","Bayfield","Cornell"," Brashier",""
"SUWS012443","Bayfield","Barnard"," Brashier",""
"SUWS012444","Barron","Thomson, John W., Jr.","",""
"SUWS012445","Rock","Thomson, John W., Jr.","",""
"SUWS012453","Richland","Last, Robert","",""
"SUWS012463","Douglas","Thomson, John W., Jr.","",""
"SUWS012464","Douglas","Thomson, John W., Jr.","",""
"SUWS012465","Douglas","Thomson, John W., Jr.","",""
"SUWS012466","Douglas","Thomson, John W., Jr.","",""
"SUWS012467","Trempealeau","Thompson, Kathy L.","",""
"SUWS012468","Douglas","Thomson, John W., Jr.","",""
"SUWS012469","Burnett","Castle, R.","",""
"SUWS012470","Douglas","Dabydeen, Simon","",""
"SUWS012472","Polk","Brashier"," Romans",""
"SUWS012474","La Crosse","Koch, Rudy G.","",""
"SUWS012479","Douglas","Thomson, John W., Jr.","",""
"SUWS012480","Douglas","Castle, R.","",""
"SUWS012481","Douglas","Brashier"," Romans",""
"SUWS012482","Douglas","Brashier"," Romans",""
"SUWS012483","Bayfield","Brashier"," Grage",""
"SUWS012484","Burnett","Brashier"," Romans",""
"SUWS012485","Burnett","Castle, R.","",""
"SUWS012486","Douglas","Thomson, John W., Jr.","",""
"SUWS012487","Burnett","Brashier"," Cherf",""
"SUWS012489","Douglas","Olson, Patti","",""
"SUWS012490","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012491","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012492","Douglas","Hansen, Perky","",""
"SUWS012493","Douglas","Castle, R.","",""
"SUWS012495","Douglas","Castle, R.","",""
"SUWS012502","Douglas","Castle, R.","",""
"SUWS012503","Bayfield","Anderson, Jason","",""
"SUWS012504","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012505","Bayfield","Brost, Mike","",""
"SUWS012506","Douglas","Castle, R.","",""
"SUWS012507","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012509","Douglas","Hansen, Perky","",""
"SUWS012510","Douglas","Longenecker, Jean","",""
"SUWS012511","Bayfield","Brashier"," Walvoord",""
"SUWS012512","Bayfield","Brashier"," Gunderson",""
"SUWS012513","Bayfield","Brashier"," Parrish",""
"SUWS012514","Douglas","Heim, John A.","",""
"SUWS012516","Bayfield","Brashier"," Gall",""
"SUWS012517","Douglas","Castle, R.","",""
"SUWS012520","Douglas","Castle, R.","",""
"SUWS012521","Douglas","Koch, Rudy G.","",""
"SUWS012522","Ashland","Brashier"," Thoren",""
"SUWS012523","Douglas","Thomson, John W., Jr.","",""
"SUWS012524","Douglas","Ojanen, Joanne M.","",""
"SUWS012525","Douglas","Heim, John A.","",""
"SUWS012526","Ashland","Brashier"," Roatz",""
"SUWS012527","Ashland","Brashier"," Valaskey",""
"SUWS012528","Douglas","Brashier"," Romans",""
"SUWS012529","Bayfield","Brashier"," Cherf",""
"SUWS012530","Douglas","Thomson, John W., Jr.","",""
"SUWS012533","Douglas","Davidson, Donald W.","",""
"SUWS012534","Douglas","Castle, R.","",""
"SUWS012535","Bayfield","Barnard"," Brashier",""
"SUWS012536","Douglas","Thomson, John W., Jr.","",""
"SUWS012537","Douglas","Olson, Patti","",""
"SUWS012538","Douglas","McC., N. V."," C., E. A.",""
"SUWS012539","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012540","Burnett","Castle, R.","",""
"SUWS012541","Marathon","Smetak, Scott","",""
"SUWS012542","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS012543","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS012544","Douglas","Thomson, John W., Jr.","",""
"SUWS012553","La Crosse","Swanson, Steven D.","",""
"SUWS012556","St. Croix","Brashier"," Romans",""
"SUWS012557","Douglas","Brashier"," Romans",""
"SUWS012559","La Crosse","Ziegler, S. R."," Leykom, M. F.",""
"SUWS012560","Douglas","Castle, R.","",""
"SUWS012561","St. Croix","Brashier"," Romans",""
"SUWS012562","Douglas","Brashier"," Romans",""
"SUWS012563","Juneau","Brashier"," Romans",""
"SUWS012565","Douglas","Koch, Rudy G.","",""
"SUWS012566","Bayfield","Cornell"," Brashier",""
"SUWS012567","Bayfield","Brashier"," Walvoord",""
"SUWS012568","St. Croix","Brashier"," Romans",""
"SUWS012570","Douglas","Collinson, Keith","",""
"SUWS012571","Douglas","Thomson, John W., Jr.","",""
"SUWS012572","Douglas","Koch, Rudy G.","",""
"SUWS012573","Bayfield","Brashier"," Cherf",""
"SUWS012574","Bayfield","Brashier"," Thoren",""
"SUWS012577","Pepin","Brashier"," Romans",""
"SUWS012578","Bayfield","Collins"," Brashier",""
"SUWS012579","Polk","Brashier"," Romans",""
"SUWS012581","La Crosse","Nontelle, Deon M.","",""
"SUWS012582","Polk","Ruenzel, Judy","",""
"SUWS012586","Marathon","Smetak, Scott","",""
"SUWS012587","Douglas","Thomson, John W., Jr.","",""
"SUWS012588","Douglas","Brashier"," Romans",""
"SUWS012590","Chippewa","Thompson, Kathy L.","",""
"SUWS012591","Douglas","Castle, R.","",""
"SUWS012592","Douglas","McDonald, Sue","",""
"SUWS012593","Douglas","McGovern, Scott","",""
"SUWS012594","Bayfield","Smith"," Brashier",""
"SUWS012595","Douglas","Tendrup, Lynn S.","",""
"SUWS012597","Douglas","Koch, Rudy G.","",""
"SUWS012599","Douglas","Thomson, John W., Jr.","",""
"SUWS012600","Douglas","Thomson, John W., Jr.","",""
"SUWS012601","Douglas","Castle, R.","",""
"SUWS012602","Douglas","Brashier"," Romans",""
"SUWS012603","Bayfield","Gunderson"," Brashier",""
"SUWS012604","Douglas","Tendrup, Lynn S.","",""
"SUWS012605","Douglas","Brashier"," Romans",""
"SUWS012607","Douglas","Mitchell, John A.","",""
"SUWS012608","Bayfield","Thomson, John W., Jr.","",""
"SUWS012610","Douglas","Brashier"," Romans",""
"SUWS012611","Douglas","Thomson, John W., Jr.","",""
"SUWS012612","Douglas","Thomson, John W., Jr.","",""
"SUWS012613","Douglas","Brashier"," Romans",""
"SUWS012614","Douglas","Thomson, John W., Jr.","",""
"SUWS012615","Douglas","Stackler, Susan","",""
"SUWS012618","Douglas","Thomson, John W., Jr.","",""
"SUWS012619","Douglas","Thomson, John W., Jr.","",""
"SUWS012620","Douglas","Castle, R.","",""
"SUWS012622","Douglas","Thomson, John W., Jr.","",""
"SUWS012623","Douglas","Koch, Rudy G.","",""
"SUWS012624","Douglas","","",""
"SUWS012625","Bayfield","Cornell"," Brashier",""
"SUWS012626","Juneau","Thomson, John W., Jr.","",""
"SUWS012630","Bayfield","Longenecker, Jean","",""
"SUWS012631","Ashland","Heim, John A.","",""
"SUWS012632","Douglas","Castle, R.","",""
"SUWS012633","Douglas","Holmgren"," Brashier",""
"SUWS012634","Manitowoc","Brashier"," Romans",""
"SUWS012635","Douglas","Olson, Patti","",""
"SUWS012638","Dane","Thomson, John W., Jr.","",""
"SUWS012639","Douglas","Brashier"," Romans",""
"SUWS012640","Bayfield","Thomson, John W., Jr.","",""
"SUWS012641","Douglas","Thomson, John W., Jr.","",""
"SUWS012642","Douglas","Olson, Patti","",""
"SUWS012647","Douglas","Bruederle, Leo P.","",""
"SUWS012649","Sheboygan","Brashier"," Romans",""
"SUWS012650","Bayfield","Koch, Rudy G.","",""
"SUWS012651","Douglas","Koch, Rudy G.","",""
"SUWS012652","Douglas","Thomson, John W., Jr.","",""
"SUWS012653","Douglas","Koch, Rudy G.","",""
"SUWS012655","Douglas","Castle, R.","",""
"SUWS012656","Douglas","Thomson, John W., Jr.","",""
"SUWS012657","Douglas","Thomson, John W., Jr.","",""
"SUWS012658","Douglas","Bruederle, Leo P.","",""
"SUWS012659","Douglas","Stackler, Susan","",""
"SUWS012660","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS012661","Douglas","Thomson, John W., Jr.","",""
"SUWS012663","Douglas","Castle, R.","",""
"SUWS012664","Fond du Lac","Purtell, Harriet M.","",""
"SUWS012665","Bayfield","Brashier"," Parrish",""
"SUWS012666","Douglas","Stackler, Susan","",""
"SUWS012667","Bayfield","Brashier"," Ruff",""
"SUWS012668","Polk","Brashier"," Romans",""
"SUWS012669","Douglas","Castle, R.","",""
"SUWS012671","Douglas","C., E. A."," McC., N. V.",""
"SUWS012672","Dane","Thomson, John W., Jr.","",""
"SUWS012673","Columbia","Thomson, John W., Jr.","",""
"SUWS012674","Dane","Thomson, John W., Jr.","",""
"SUWS012675","Douglas","Dabydeen, Simon","",""
"SUWS012676","Dane","Thomson, John W., Jr.","",""
"SUWS012677","Douglas","Thomson, John W., Jr.","",""
"SUWS012678","Douglas","Olson, Patti","",""
"SUWS012679","Douglas","Castle, R.","",""
"SUWS012681","Bayfield","Hjerleid"," Brashier",""
"SUWS012682","Douglas","Brashier"," Romans",""
"SUWS012683","Bayfield","Cornell"," Brashier",""
"SUWS012684","Bayfield","Brashier"," Walvoord",""
"SUWS012685","Bayfield","Brashier"," Thoren",""
"SUWS012686","Bayfield","Brashier"," Janowski",""
"SUWS012687","Douglas","","",""
"SUWS012688","Douglas","Hicks, James","",""
"SUWS012689","Price","Sima, Bessie R.","",""
"SUWS012690","Bayfield","Barnard"," Brashier",""
"SUWS012691","Bayfield","Mackensen"," Brashier",""
"SUWS012692","Douglas","","",""
"SUWS012693","Douglas","Stackler, Susan","",""
"SUWS012694","Douglas","Koch, Rudy G.","",""
"SUWS012696","Douglas","Olson, Patti","",""
"SUWS012698","Douglas","Thomson, John W., Jr.","",""
"SUWS012699","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012700","Dunn","Barnard"," Brashier",""
"SUWS012702","Bayfield","Brashier"," Romans",""
"SUWS012703","Bayfield","Cherf"," Brashier",""
"SUWS012704","Bayfield","Collins"," Brashier",""
"SUWS012705","Bayfield","Brashier"," Janowski",""
"SUWS012706","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012707","Bayfield","Walvoord"," Brashier",""
"SUWS012708","Douglas","Castle, R.","",""
"SUWS012709","Douglas","Koch, Rudy G.","",""
"SUWS012711","Burnett","Brashier"," Romans",""
"SUWS012712","Bayfield","Brashier"," Smith",""
"SUWS012713","Burnett","Brashier"," Grage",""
"SUWS012714","Polk","Barnard"," Brashier",""
"SUWS012715","Burnett","Castle, R.","",""
"SUWS012716","Polk","Barnard"," Brashier",""
"SUWS012718","Walworth","Thomson, John W., Jr.","",""
"SUWS012719","Juneau","Thomson, John W., Jr.","",""
"SUWS012720","Barron","Thomson, John W., Jr.","",""
"SUWS012725","Douglas","Castle, R.","",""
"SUWS012726","Bayfield","Brashier"," Raatz",""
"SUWS012727","Bayfield","Brashier"," Janowski",""
"SUWS012728","Bayfield","Brashier","",""
"SUWS012729","Burnett","Brashier"," Romans",""
"SUWS012730","Douglas","Olson, Patti","",""
"SUWS012735","Burnett","Brashier"," Romans",""
"SUWS012736","Douglas","Brashier"," Romans",""
"SUWS012738","Douglas","Anderson, Danette","",""
"SUWS012739","La Crosse","Koch, Rudy G.","",""
"SUWS012740","Douglas","Brashier"," Romans",""
"SUWS012741","Marquette","Brashier"," Romans",""
"SUWS012742","Marathon","Smetak, Scott","",""
"SUWS012743","Bayfield","Brashier"," Walvoord",""
"SUWS012744","Bayfield","Brashier"," Janowski",""
"SUWS012745","Bayfield","Cornell"," Brashier",""
"SUWS012752","Bayfield","Brashier"," Parrish",""
"SUWS012753","Walworth","Konkel, Deborah","",""
"SUWS012754","Vernon","Koch, Rudy G.","",""
"SUWS012755","Bayfield","Cornell"," Brashier",""
"SUWS012756","Bayfield","Brashier"," Thoren",""
"SUWS012757","Polk","Brashier"," Romans",""
"SUWS012758","Bayfield","Cornell"," Brashier",""
"SUWS012759","Jackson","Thomson, John W., Jr.","",""
"SUWS012760","Douglas","Thomson, John W., Jr.","",""
"SUWS012762","Douglas","Thomson, John W., Jr.","",""
"SUWS012765","Bayfield","Koch, Rudy G.","",""
"SUWS012766","Bayfield","Brashier"," Cherf",""
"SUWS012767","Douglas","Castle, R."," Johnson, R.",""
"SUWS012768","Bayfield","Brashier"," Paulsen",""
"SUWS012769","Douglas","Thomson, John W., Jr.","",""
"SUWS012770","Bayfield","Cherf"," Brashier",""
"SUWS012771","Bayfield","Wassgren"," Brashier",""
"SUWS012772","Bayfield","Brashier"," Romans",""
"SUWS012773","Bayfield","Brashier"," Thoren",""
"SUWS012774","Bayfield","Brashier"," Walvoord",""
"SUWS012775","Bayfield","Brashier"," Romans",""
"SUWS012778","Bayfield","Cornell"," Brashier",""
"SUWS012781","Douglas","Castle, R.","",""
"SUWS012787","Douglas","Charboneau, E.","",""
"SUWS012788","Bayfield","Brashier"," Romans",""
"SUWS012789","Walworth","Thomson, John W., Jr.","",""
"SUWS012790","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012793","Douglas","Olson, Patti","",""
"SUWS012794","Polk","Brashier"," Romans",""
"SUWS012795","Bayfield","Cherf"," Brashier",""
"SUWS012796","Washburn","Thomson, John W., Jr.","",""
"SUWS012799","Burnett","Brashier"," Romans",""
"SUWS012801","Chippewa","Ernst, Sharon","",""
"SUWS012804","Polk","Brashier"," Romans",""
"SUWS012805","Monroe","Sohmer, S. H.","",""
"SUWS012806","Juneau","Brashier"," Romans",""
"SUWS012813","Douglas","Castle, R.","",""
"SUWS012819","Dane","Thomson, John W., Jr.","",""
"SUWS012822","Douglas","Brashier"," Romans",""
"SUWS012824","Douglas","Brashier"," Romans",""
"SUWS012826","Douglas","Brashier"," Romans",""
"SUWS012827","Douglas","Brashier"," Romans",""
"SUWS012828","Douglas","Brashier"," Romans",""
"SUWS012829","Iowa","Thomson, John W., Jr.","",""
"SUWS012831","Douglas","Brashier"," Romans",""
"SUWS012832","Douglas","Ludwig, Larry","",""
"SUWS012833","Douglas","Brashier"," Romans",""
"SUWS012834","Bayfield","Cornell"," Brashier",""
"SUWS012835","Douglas","Thoren"," Brashier",""
"SUWS012836","Douglas","Thomson, John W., Jr.","",""
"SUWS012838","Douglas","Castle, R.","",""
"SUWS012841","Bayfield","Koch, Rudy G.","",""
"SUWS012844","Juneau","Brashier"," Romans",""
"SUWS012845","Juneau","Brashier"," Romans",""
"SUWS012848","Bayfield","Janowski"," Brashier",""
"SUWS012849","Bayfield","Brashier"," Valaskey",""
"SUWS012850","Bayfield","Brashier"," Thoren",""
"SUWS012851","Bayfield","Brashier"," Romans",""
"SUWS012852","Bayfield","Barnard"," Brashier",""
"SUWS012853","Bayfield","Collins"," Brashier",""
"SUWS012854","Douglas","Castle, R.","",""
"SUWS012855","Bayfield","Smith"," Brashier",""
"SUWS012856","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012857","Bayfield","Hjerleid"," Brashier",""
"SUWS012858","Douglas","Stackler, Susan","",""
"SUWS012860","Douglas","Thomson, John W., Jr.","",""
"SUWS012861","Douglas","Thomson, John W., Jr.","",""
"SUWS012865","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS012866","Ashland","Castle, R.","",""
"SUWS012867","Douglas","Brashier"," Romans",""
"SUWS012868","Douglas","Olson, Patti","",""
"SUWS012869","Douglas","Thomson, John W., Jr.","",""
"SUWS012871","Douglas","Brashier"," Romans",""
"SUWS012872","Pierce","Brashier"," Romans",""
"SUWS012873","Jackson","Thomson, John W., Jr.","",""
"SUWS012874","La Crosse","Demaske, D.","",""
"SUWS012875","Bayfield","Hjerleid"," Brashier",""
"SUWS012876","Bayfield","Holden"," Brashier",""
"SUWS012877","Douglas","Castle, R.","",""
"SUWS012878","Douglas","Koch, Rudy G.","",""
"SUWS012880","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012881","Bayfield","Hjerleid"," Brashier",""
"SUWS012882","Douglas","Koch, Rudy G.","",""
"SUWS012883","Bayfield","Barnard"," Brashier",""
"SUWS012884","Bayfield","Hjerleid"," Brashier",""
"SUWS012885","Bayfield","Cornell"," Brashier",""
"SUWS012886","Bayfield","Koch, Rudy G.","",""
"SUWS012887","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012890","Bayfield","Collins"," Brashier",""
"SUWS012891","Bayfield","Hjerleid"," Brashier",""
"SUWS012892","Grant","Koch, Rudy G.","",""
"SUWS012893","Richland","Koch, Rudy G.","",""
"SUWS012894","Bayfield","Cornell"," Brashier",""
"SUWS012895","Bayfield","Brashier"," Janowski",""
"SUWS012896","Bayfield","Brashier"," Walvoord",""
"SUWS012897","Bayfield","Brashier"," Valaskey",""
"SUWS012898","Burnett","Brashier"," Romans",""
"SUWS012899","Bayfield","Holden"," Brashier",""
"SUWS012900","Douglas","Thomson, John W., Jr.","",""
"SUWS012901","Douglas","Castle, R.","",""
"SUWS012906","Douglas","Brashier"," Romans",""
"SUWS012907","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS012908","Douglas","Thomson, John W., Jr.","",""
"SUWS012909","Douglas","Castle, R.","",""
"SUWS012910","Douglas","Thomson, John W., Jr.","",""
"SUWS012911","Douglas","Koch, Rudy G.","",""
"SUWS012912","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012913","Douglas","Brashier"," Romans",""
"SUWS012914","Bayfield","Hjerleid"," Brashier",""
"SUWS012915","Bayfield","Barnard"," Brashier",""
"SUWS012916","Forest","Bauknecht, Jamie","",""
"SUWS012917","Douglas","Eisenmann, Sarah","",""
"SUWS012919","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS012921","Bayfield","Koch, Rudy G.","",""
"SUWS012924","Door","Matte, Paul","",""
"SUWS012932","Douglas","Painovich, N.","",""
"SUWS012934","Douglas","Painovich, N.","",""
"SUWS012935","Douglas","Painovich, N.","",""
"SUWS012939","Douglas","Eisenmann, Sarah","",""
"SUWS012940","Douglas","Eisenmann, Sarah","",""
"SUWS012941","Douglas","Eisenmann, Sarah","",""
"SUWS012942","Douglas","Eisenmann, Sarah","",""
"SUWS012943","Douglas","Eisenmann, Sarah","",""
"SUWS012944","Douglas","Eisenmann, Sarah","",""
"SUWS012945","Douglas","Eisenmann, Sarah","",""
"SUWS012948","Douglas","Matte, Paul","",""
"SUWS012949","Douglas","Matte, Paul","",""
"SUWS012950","Douglas","Painovich, N.","",""
"SUWS012954","Douglas","Painovich, N.","",""
"SUWS012955","Douglas","Painovich, N.","",""
"SUWS012957","Douglas","Painovich, N.","",""
"SUWS012958","Douglas","Painovich, N.","",""
